"Hora","Dispositivo","Boleto","Evento Contador","Folio de corte","Dinero Total","Conteo Total","Subidas Totales","Bajadas Totales","Tipo Tarifa","Directo","Estudiantes","Tercera Edad","Local","Exactitud","Subidas","Bajadas"
"2023-04-03 05:25:47","CONTADOR DELANTERO","","SUBIDAS","","","","357","260","","","","","","","1","0"
"2023-04-03 05:30:59","CONTADOR DELANTERO","","BAJADAS","","","","357","261","","","","","","","0","1"
"2023-04-03 05:31:13","CONTADOR DELANTERO","","BAJADAS","","","","357","262","","","","","","","0","1"
"2023-04-03 05:33:14","CONTADOR DELANTERO","","SUBIDAS","","","","358","262","","","","","","","1","0"
"2023-04-03 05:34:40","CONTADOR DELANTERO","","BAJADAS","","","","358","263","","","","","","","0","1"
"2023-04-03 05:35:43","CONTADOR DELANTERO","","SUBIDAS","","","","359","263","","","","","","","1","0"
"2023-04-03 07:58:43","CONTADOR DELANTERO","","RESET","","","","0","0","","","","","","","",""
"2023-04-03 07:58:49","CONTADOR TRASERO","","RESET","","","","0","0","","","","","","","",""
"2023-04-03 08:00:01","CONTADOR DELANTERO","","SUBIDAS","","","","1","0","","","","","","","1","0"
"2023-04-03 08:01:31","CONTADOR DELANTERO","","BAJADAS","","","","1","1","","","","","","","0","1"
"2023-04-03 08:09:54","CONTADOR DELANTERO","","BAJADAS","","","","1","2","","","","","","","0","1"
"2023-04-03 08:11:35","CONTADOR DELANTERO","","SUBIDAS","","","","2","2","","","","","","","1","0"
"2023-04-03 08:11:36","BIA","REGISTRO","","","20","1","","","","1","0","0","0","","",""
"2023-04-03 08:11:55","CONTADOR DELANTERO","","SUBIDAS","","","","3","2","","","","","","","1","0"
"2023-04-03 08:12:12","BIA","REGISTRO","","","40","2","","","","1","0","0","0","","",""
"2023-04-03 08:12:37","CONTADOR DELANTERO","","SUBIDAS","","","","4","2","","","","","","","1","0"
"2023-04-03 08:12:39","BIA","REGISTRO","","","50","3","","","","0","0","1","0","","",""
"2023-04-03 08:13:30","CONTADOR DELANTERO","","SUBIDAS","","","","5","2","","","","","","","1","0"
"2023-04-03 08:13:32","CONTADOR DELANTERO","","SUBIDAS","","","","6","2","","","","","","","1","0"
"2023-04-03 08:13:33","BIA","REGISTRO","","","70","4","","","","1","0","0","0","","",""
"2023-04-03 08:13:58","CONTADOR DELANTERO","","SUBIDAS","","","","7","2","","","","","","","1","0"
"2023-04-03 08:13:58","BIA","REGISTRO","","","90","5","","","","1","0","0","0","","",""
"2023-04-03 08:15:01","BIA","REGISTRO","","","110","6","","","","1","0","0","0","","",""
"2023-04-03 08:15:41","CONTADOR DELANTERO","","SUBIDAS","","","","8","2","","","","","","","1","0"
"2023-04-03 08:15:43","BIA","REGISTRO","","","130","7","","","","1","0","0","0","","",""
"2023-04-03 08:16:21","CONTADOR DELANTERO","","SUBIDAS","","","","9","2","","","","","","","1","0"
"2023-04-03 08:16:26","BIA","REGISTRO","","","150","8","","","","1","0","0","0","","",""
"2023-04-03 08:16:28","CONTADOR DELANTERO","","SUBIDAS","","","","10","2","","","","","","","1","0"
"2023-04-03 08:19:23","CONTADOR DELANTERO","","SUBIDAS","","","","11","2","","","","","","","1","0"
"2023-04-03 08:19:26","CONTADOR DELANTERO","","SUBIDAS","","","","12","2","","","","","","","1","0"
"2023-04-03 08:19:29","CONTADOR DELANTERO","","BAJADAS","","","","12","3","","","","","","","0","1"
"2023-04-03 08:19:47","CONTADOR DELANTERO","","SUBIDAS","","","","13","3","","","","","","","1","0"
"2023-04-03 08:19:47","BIA","REGISTRO","","","170","9","","","","1","0","0","0","","",""
"2023-04-03 08:19:48","BIA","REGISTRO","","","190","10","","","","1","0","0","0","","",""
"2023-04-03 08:19:49","BIA","REGISTRO","","","210","11","","","","1","0","0","0","","",""
"2023-04-03 08:19:50","CONTADOR DELANTERO","","SUBIDAS","","","","14","3","","","","","","","1","0"
"2023-04-03 08:21:40","BIA","REGISTRO","","","230","12","","","","1","0","0","0","","",""
"2023-04-03 08:21:45","CONTADOR DELANTERO","","SUBIDAS","","","","15","3","","","","","","","1","0"
"2023-04-03 08:22:08","CONTADOR DELANTERO","","SUBIDAS","","","","16","3","","","","","","","1","0"
"2023-04-03 08:22:11","BIA","REGISTRO","","","250","13","","","","1","0","0","0","","",""
"2023-04-03 08:22:19","BIA","REGISTRO","","","270","14","","","","1","0","0","0","","",""
