"Hora","Dispositivo","Boleto","Evento Contador","Folio de corte","Dinero Total","Conteo Total","Subidas Totales","Bajadas Totales","Tipo Tarifa","Directo","Estudiantes","Tercera Edad","Local","Exactitud","Subidas","Bajadas"
"2023-04-04 00:41:41","CONTADOR DELANTERO","","BAJADAS","","","","0","1","","","","","","","0","1"
"2023-04-04 02:39:05","CONTADOR DELANTERO","","SUBIDAS","","","","1","1","","","","","","","1","0"
"2023-04-04 05:07:03","CONTADOR DELANTERO","","BAJADAS","","","","0","1","","","","","","","0","1"
"2023-04-04 05:12:45","CONTADOR DELANTERO","","SUBIDAS","","","","1","1","","","","","","","1","0"
"2023-04-04 05:13:03","CONTADOR DELANTERO","","BAJADAS","","","","1","2","","","","","","","0","1"
"2023-04-04 05:35:43","CONTADOR DELANTERO","","SUBIDAS","","","","2","2","","","","","","","1","0"
"2023-04-04 05:41:18","CONTADOR DELANTERO","","BAJADAS","","","","2","3","","","","","","","0","1"
"2023-04-04 05:44:05","CONTADOR DELANTERO","","BAJADAS","","","","2","4","","","","","","","0","1"
"2023-04-04 05:44:11","CONTADOR DELANTERO","","SUBIDAS","","","","3","4","","","","","","","1","0"
"2023-04-04 05:47:04","CONTADOR DELANTERO","","BAJADAS","","","","0","1","","","","","","","0","1"
"2023-04-04 05:48:16","CONTADOR DELANTERO","","SUBIDAS","","","","1","1","","","","","","","1","0"
"2023-04-04 06:06:20","CONTADOR DELANTERO","","SUBIDAS","","","","2","1","","","","","","","1","0"
"2023-04-04 06:06:22","BIA","REGISTRO","","","20","1","","","","1","0","0","0","","",""
"2023-04-04 06:07:59","CONTADOR DELANTERO","","SUBIDAS","","","","3","1","","","","","","","1","0"
"2023-04-04 06:08:01","BIA","REGISTRO","","","40","2","","","","1","0","0","0","","",""
"2023-04-04 06:08:44","CONTADOR DELANTERO","","SUBIDAS","","","","4","1","","","","","","","1","0"
"2023-04-04 06:08:52","BIA","REGISTRO","","","50","3","","","","0","0","1","0","","",""
"2023-04-04 06:08:54","BIA","REGISTRO","","","60","4","","","","0","0","1","0","","",""
"2023-04-04 06:08:58","CONTADOR DELANTERO","","SUBIDAS","","","","5","1","","","","","","","1","0"
"2023-04-04 06:10:53","CONTADOR DELANTERO","","SUBIDAS","","","","6","1","","","","","","","1","0"
"2023-04-04 06:10:57","BIA","REGISTRO","","","68","5","","","","0","0","0","1","","",""
"2023-04-04 06:10:59","CONTADOR DELANTERO","","SUBIDAS","","","","7","1","","","","","","","1","0"
"2023-04-04 06:11:03","BIA","REGISTRO","","","78","6","","","","0","0","1","0","","",""
"2023-04-04 06:11:59","BIA","REGISTRO","","","98","7","","","","1","0","0","0","","",""
"2023-04-04 06:12:35","CONTADOR DELANTERO","","SUBIDAS","","","","9","1","","","","","","","1","0"
"2023-04-04 06:12:36","BIA","REGISTRO","","","118","8","","","","1","0","0","0","","",""
"2023-04-04 06:14:32","CONTADOR DELANTERO","","SUBIDAS","","","","10","1","","","","","","","1","0"
"2023-04-04 06:14:34","BIA","REGISTRO","","","138","9","","","","1","0","0","0","","",""
"2023-04-04 06:14:37","BIA","REGISTRO","","","158","10","","","","1","0","0","0","","",""
