"Hora","Dispositivo","Boleto","Evento Contador","Folio de corte","Dinero Total","Conteo Total","Subidas Totales","Bajadas Totales","Tipo Tarifa","Directo","Estudiantes","Tercera Edad","Local","Exactitud","Subidas","Bajadas"
"2023-04-03 00:05:38","CONTADOR DELANTERO","","SUBIDAS","","","","1","0","","","","","","","1","0"
"2023-04-03 00:05:48","CONTADOR DELANTERO","","BAJADAS","","","","1","1","","","","","","","0","1"
"2023-04-03 00:18:35","CONTADOR DELANTERO","","SUBIDAS","","","","2","1","","","","","","","1","0"
"2023-04-03 00:19:43","CONTADOR DELANTERO","","SUBIDAS","","","","3","1","","","","","","","1","0"
"2023-04-03 00:21:23","CONTADOR DELANTERO","","SUBIDAS","","","","4","1","","","","","","","1","0"
"2023-04-03 00:22:55","CONTADOR DELANTERO","","BAJADAS","","","","4","2","","","","","","","0","1"
"2023-04-03 00:25:36","CONTADOR DELANTERO","","BAJADAS","","","","4","3","","","","","","","0","1"
"2023-04-03 00:25:54","CONTADOR DELANTERO","","SUBIDAS","","","","5","3","","","","","","","1","0"
"2023-04-03 00:28:43","CONTADOR DELANTERO","","BAJADAS","","","","5","4","","","","","","","0","1"
"2023-04-03 00:29:22","CONTADOR DELANTERO","","SUBIDAS","","","","6","4","","","","","","","1","0"
"2023-04-03 00:32:31","CONTADOR DELANTERO","","BAJADAS","","","","6","5","","","","","","","0","1"
"2023-04-03 00:35:00","CONTADOR DELANTERO","","SUBIDAS","","","","7","5","","","","","","","1","0"
"2023-04-03 00:41:09","CONTADOR DELANTERO","","BAJADAS","","","","7","6","","","","","","","0","1"
"2023-04-03 00:45:12","CONTADOR DELANTERO","","SUBIDAS","","","","8","6","","","","","","","1","0"
"2023-04-03 00:45:55","CONTADOR DELANTERO","","BAJADAS","","","","8","7","","","","","","","0","1"
"2023-04-03 00:47:39","CONTADOR DELANTERO","","SUBIDAS","","","","9","7","","","","","","","1","0"
"2023-04-03 05:40:43","CONTADOR DELANTERO","","BAJADAS","","","","9","8","","","","","","","0","1"
"2023-04-03 05:45:05","CONTADOR DELANTERO","","SUBIDAS","","","","10","8","","","","","","","1","0"
"2023-04-03 06:05:24","CONTADOR DELANTERO","","SUBIDAS","","","","11","8","","","","","","","1","0"
"2023-04-03 06:05:40","CONTADOR DELANTERO","","SUBIDAS","","","","13","8","","","","","","","1","0"
"2023-04-03 06:05:40","CONTADOR DELANTERO","","SUBIDAS","","","","15","8","","","","","","","1","0"
"2023-04-03 06:05:41","CONTADOR DELANTERO","","SUBIDAS","","","","14","8","","","","","","","1","0"
"2023-04-03 06:05:46","CONTADOR DELANTERO","","SUBIDAS","","","","16","8","","","","","","","1","0"
"2023-04-03 06:20:37","CONTADOR DELANTERO","","SUBIDAS","","","","17","8","","","","","","","1","0"
"2023-04-03 06:24:22","CONTADOR DELANTERO","","SUBIDAS","","","","18","8","","","","","","","1","0"
"2023-04-03 06:24:23","CONTADOR DELANTERO","","SUBIDAS","","","","19","8","","","","","","","1","0"
"2023-04-03 06:24:26","CONTADOR DELANTERO","","SUBIDAS","","","","20","8","","","","","","","1","0"
"2023-04-03 06:24:28","CONTADOR DELANTERO","","SUBIDAS","","","","21","8","","","","","","","1","0"
"2023-04-03 06:24:30","CONTADOR DELANTERO","","SUBIDAS","","","","22","8","","","","","","","1","0"
"2023-04-03 06:24:35","CONTADOR DELANTERO","","SUBIDAS","","","","24","8","","","","","","","1","0"
"2023-04-03 06:25:48","CONTADOR DELANTERO","","SUBIDAS","","","","25","8","","","","","","","1","0"
"2023-04-03 06:25:49","CONTADOR DELANTERO","","SUBIDAS","","","","26","8","","","","","","","1","0"
"2023-04-03 06:29:57","CONTADOR DELANTERO","","SUBIDAS","","","","27","8","","","","","","","1","0"
"2023-04-03 06:29:58","CONTADOR DELANTERO","","SUBIDAS","","","","28","8","","","","","","","1","0"
"2023-04-03 06:30:01","CONTADOR DELANTERO","","SUBIDAS","","","","29","8","","","","","","","1","0"
"2023-04-03 06:30:02","CONTADOR DELANTERO","","SUBIDAS","","","","30","8","","","","","","","1","0"
"2023-04-03 06:43:11","CONTADOR DELANTERO","","BAJADAS","","","","30","9","","","","","","","0","1"
"2023-04-03 06:43:12","CONTADOR DELANTERO","","BAJADAS","","","","30","10","","","","","","","0","1"
"2023-04-03 06:43:14","CONTADOR DELANTERO","","BAJADAS","","","","30","11","","","","","","","0","1"
"2023-04-03 06:43:17","CONTADOR DELANTERO","","BAJADAS","","","","30","12","","","","","","","0","1"
"2023-04-03 06:43:20","CONTADOR DELANTERO","","BAJADAS","","","","30","14","","","","","","","0","1"
"2023-04-03 06:43:23","CONTADOR DELANTERO","","BAJADAS","","","","30","15","","","","","","","0","1"
"2023-04-03 06:43:26","CONTADOR DELANTERO","","SUBIDAS","","","","31","15","","","","","","","1","0"
"2023-04-03 06:43:28","CONTADOR DELANTERO","","BAJADAS","","","","31","16","","","","","","","0","1"
"2023-04-03 06:43:32","CONTADOR DELANTERO","","BAJADAS","","","","31","17","","","","","","","0","1"
"2023-04-03 06:43:36","CONTADOR DELANTERO","","BAJADAS","","","","31","18","","","","","","","0","1"
"2023-04-03 06:43:41","CONTADOR DELANTERO","","BAJADAS","","","","31","20","","","","","","","0","1"
"2023-04-03 06:43:44","CONTADOR DELANTERO","","BAJADAS","","","","31","21","","","","","","","0","1"
"2023-04-03 06:43:47","CONTADOR DELANTERO","","BAJADAS","","","","31","22","","","","","","","0","1"
"2023-04-03 06:43:50","CONTADOR DELANTERO","","BAJADAS","","","","31","24","","","","","","","0","1"
"2023-04-03 06:43:52","CONTADOR DELANTERO","","BAJADAS","","","","31","26","","","","","","","0","1"
"2023-04-03 06:43:54","CONTADOR DELANTERO","","BAJADAS","","","","31","27","","","","","","","0","1"
"2023-04-03 06:43:55","CONTADOR DELANTERO","","BAJADAS","","","","31","28","","","","","","","0","1"
"2023-04-03 06:43:58","CONTADOR DELANTERO","","BAJADAS","","","","31","29","","","","","","","0","1"
"2023-04-03 06:44:01","CONTADOR DELANTERO","","BAJADAS","","","","31","31","","","","","","","0","1"
"2023-04-03 07:29:12","CONTADOR DELANTERO","","RESET","","","","0","0","","","","","","","",""
"2023-04-03 07:31:26","CONTADOR DELANTERO","","SUBIDAS","","","","1","0","","","","","","","1","0"
"2023-04-03 07:31:48","CONTADOR DELANTERO","","SUBIDAS","","","","2","0","","","","","","","1","0"
"2023-04-03 07:31:49","CONTADOR DELANTERO","","SUBIDAS","","","","3","0","","","","","","","1","0"
"2023-04-03 07:35:28","BIA","REGISTRO","","","20","1","","","","1","0","0","0","","",""
"2023-04-03 07:35:59","BIA","REGISTRO","","","40","2","","","","1","0","0","0","","",""
"2023-04-03 07:36:23","CONTADOR DELANTERO","","SUBIDAS","","","","4","0","","","","","","","1","0"
"2023-04-03 07:36:25","BIA","REGISTRO","","","60","3","","","","1","0","0","0","","",""
"2023-04-03 07:36:30","BIA","REGISTRO","","","70","4","","","","0","0","1","0","","",""
"2023-04-03 07:37:02","BIA","REGISTRO","","","90","5","","","","1","0","0","0","","",""
"2023-04-03 07:37:02","BIA","REGISTRO","","","110","6","","","","1","0","0","0","","",""
"2023-04-03 07:37:02","BIA","REGISTRO","","","130","7","","","","1","0","0","0","","",""
"2023-04-03 07:37:02","BIA","REGISTRO","","","150","8","","","","1","0","0","0","","",""
"2023-04-03 07:37:08","CONTADOR DELANTERO","","SUBIDAS","","","","5","0","","","","","","","1","0"
"2023-04-03 07:37:14","CONTADOR DELANTERO","","SUBIDAS","","","","6","0","","","","","","","1","0"
"2023-04-03 07:37:17","CONTADOR DELANTERO","","SUBIDAS","","","","7","0","","","","","","","1","0"
"2023-04-03 07:38:00","BIA","REGISTRO","","","170","9","","","","1","0","0","0","","",""
"2023-04-03 07:38:03","BIA","REGISTRO","","","190","10","","","","1","0","0","0","","",""
"2023-04-03 07:38:12","BIA","REGISTRO","","","230","12","","","","1","0","0","0","","",""
"2023-04-03 07:38:15","BIA","REGISTRO","","","250","13","","","","1","0","0","0","","",""
"2023-04-03 07:38:17","BIA","REGISTRO","","","258","14","","","","0","0","0","1","","",""
"2023-04-03 07:39:15","CONTADOR DELANTERO","","SUBIDAS","","","","8","0","","","","","","","1","0"
"2023-04-03 07:40:07","CONTADOR DELANTERO","","SUBIDAS","","","","9","0","","","","","","","1","0"
"2023-04-03 07:40:12","BIA","REGISTRO","","","278","15","","","","1","0","0","0","","",""
"2023-04-03 07:41:03","CONTADOR DELANTERO","","SUBIDAS","","","","10","0","","","","","","","1","0"
"2023-04-03 07:41:06","BIA","REGISTRO","","","286","16","","","","0","0","0","1","","",""
"2023-04-03 07:41:30","CONTADOR DELANTERO","","SUBIDAS","","","","11","0","","","","","","","1","0"
"2023-04-03 07:41:30","BIA","REGISTRO","","","306","17","","","","1","0","0","0","","",""
"2023-04-03 07:41:57","BIA","REGISTRO","","","326","18","","","","1","0","0","0","","",""
"2023-04-03 07:41:57","BIA","REGISTRO","","","341","19","","","","0","1","0","0","","",""
"2023-04-03 07:41:57","BIA","REGISTRO","","","361","20","","","","1","0","0","0","","",""
