"Hora","Dispositivo","Boleto","Evento Contador","Folio de corte","Dinero Total","Conteo Total","Subidas Totales","Bajadas Totales","Tipo Tarifa","Directo","Estudiantes","Tercera Edad","Local","Exactitud","Subidas","Bajadas"
"2023-04-03 06:40:53","BIA","REGISTRO","","","3604","210","","","","1","0","0","0","","",""
"2023-04-03 06:40:55","BIA","REGISTRO","","","3624","211","","","","1","0","0","0","","",""
"2023-04-03 06:40:56","BIA","REGISTRO","","","3644","212","","","","1","0","0","0","","",""
"2023-04-03 06:46:42","CONTADOR DELANTERO","","RESET","","","","0","0","","","","","","","",""
"2023-04-03 06:52:09","CONTADOR DELANTERO","","BAJADAS","","","","0","1","","","","","","","0","1"
"2023-04-03 06:53:36","BIA","REGISTRO","","","20","1","","","","1","0","0","0","","",""
"2023-04-03 06:56:31","CONTADOR DELANTERO","","BAJADAS","","","","0","2","","","","","","","0","1"
"2023-04-03 06:56:49","CONTADOR DELANTERO","","SUBIDAS","","","","1","2","","","","","","","1","0"
"2023-04-03 06:56:52","CONTADOR DELANTERO","","BAJADAS","","","","1","3","","","","","","","0","1"
"2023-04-03 06:56:54","CONTADOR DELANTERO","","BAJADAS","","","","1","4","","","","","","","0","1"
"2023-04-03 07:04:22","CONTADOR DELANTERO","","SUBIDAS","","","","2","4","","","","","","","1","0"
"2023-04-03 07:19:58","CONTADOR DELANTERO","","BAJADAS","","","","2","5","","","","","","","0","1"
"2023-04-03 07:22:47","CONTADOR DELANTERO","","SUBIDAS","","","","3","5","","","","","","","1","0"
"2023-04-03 07:26:40","CONTADOR DELANTERO","","SUBIDAS","","","","4","5","","","","","","","1","0"
"2023-04-03 07:26:40","BIA","REGISTRO","","","40","2","","","","1","0","0","0","","",""
"2023-04-03 07:26:42","CONTADOR DELANTERO","","SUBIDAS","","","","5","5","","","","","","","1","0"
"2023-04-03 07:26:44","CONTADOR DELANTERO","","SUBIDAS","","","","6","5","","","","","","","1","0"
"2023-04-03 07:26:45","BIA","REGISTRO","","","60","3","","","","1","0","0","0","","",""
"2023-04-03 07:26:53","CONTADOR DELANTERO","","SUBIDAS","","","","7","5","","","","","","","1","0"
"2023-04-03 07:26:54","CONTADOR DELANTERO","","SUBIDAS","","","","8","5","","","","","","","1","0"
"2023-04-03 07:26:58","BIA","REGISTRO","","","80","4","","","","1","0","0","0","","",""
"2023-04-03 07:26:58","BIA","REGISTRO","","","100","5","","","","1","0","0","0","","",""
"2023-04-03 07:27:27","CONTADOR DELANTERO","","SUBIDAS","","","","9","5","","","","","","","1","0"
"2023-04-03 07:27:29","BIA","REGISTRO","","","120","6","","","","1","0","0","0","","",""
"2023-04-03 07:27:33","CONTADOR DELANTERO","","SUBIDAS","","","","11","5","","","","","","","1","0"
"2023-04-03 07:27:33","BIA","REGISTRO","","","140","7","","","","1","0","0","0","","",""
"2023-04-03 07:27:34","CONTADOR DELANTERO","","SUBIDAS","","","","12","5","","","","","","","1","0"
"2023-04-03 07:27:36","BIA","REGISTRO","","","160","8","","","","1","0","0","0","","",""
"2023-04-03 07:27:50","CONTADOR DELANTERO","","SUBIDAS","","","","13","5","","","","","","","1","0"
"2023-04-03 07:27:52","BIA","REGISTRO","","","180","9","","","","1","0","0","0","","",""
