"Hora","Dispositivo","Boleto","Evento Contador","Folio de corte","Dinero Total","Conteo Total","Subidas Totales","Bajadas Totales","Tipo Tarifa","Directo","Estudiantes","Tercera Edad","Local","Exactitud","Subidas","Bajadas"
"2023-04-04 07:06:31","CONTADOR DELANTERO","","SUBIDAS","","","","155","301","","","","","","","1","0"
"2023-04-04 07:11:26","CONTADOR DELANTERO","","BAJADAS","","","","155","302","","","","","","","0","1"
"2023-04-04 07:12:42","CONTADOR DELANTERO","","RESET","","","","0","0","","","","","","","",""
"2023-04-04 07:25:15","CONTADOR DELANTERO","","SUBIDAS","","","","1","0","","","","","","","1","0"
"2023-04-04 07:25:16","BIA","REGISTRO","","","20","1","","","","1","0","0","0","","",""
"2023-04-04 07:25:33","BIA","REGISTRO","","","40","2","","","","1","0","0","0","","",""
"2023-04-04 07:26:19","BIA","REGISTRO","","","60","3","","","","1","0","0","0","","",""
"2023-04-04 07:26:20","BIA","REGISTRO","","","80","4","","","","1","0","0","0","","",""
"2023-04-04 07:26:23","CONTADOR DELANTERO","","SUBIDAS","","","","2","0","","","","","","","1","0"
"2023-04-04 07:26:25","BIA","REGISTRO","","","100","5","","","","1","0","0","0","","",""
"2023-04-04 07:26:30","BIA","REGISTRO","","","120","6","","","","1","0","0","0","","",""
"2023-04-04 07:29:05","CONTADOR DELANTERO","","SUBIDAS","","","","3","0","","","","","","","1","0"
"2023-04-04 07:29:08","CONTADOR DELANTERO","","SUBIDAS","","","","4","0","","","","","","","1","0"
"2023-04-04 07:29:09","BIA","REGISTRO","","","140","7","","","","1","0","0","0","","",""
"2023-04-04 07:29:10","BIA","REGISTRO","","","160","8","","","","1","0","0","0","","",""
"2023-04-04 07:29:41","BIA","REGISTRO","","","180","9","","","","1","0","0","0","","",""
"2023-04-04 07:31:56","CONTADOR DELANTERO","","SUBIDAS","","","","5","0","","","","","","","1","0"
"2023-04-04 07:32:23","BIA","REGISTRO","","","200","10","","","","1","0","0","0","","",""
"2023-04-04 07:32:28","BIA","REGISTRO","","","220","11","","","","1","0","0","0","","",""
"2023-04-04 07:33:01","BIA","REGISTRO","","","240","12","","","","1","0","0","0","","",""
"2023-04-04 07:33:04","CONTADOR DELANTERO","","SUBIDAS","","","","6","0","","","","","","","1","0"
"2023-04-04 07:33:04","BIA","REGISTRO","","","260","13","","","","1","0","0","0","","",""
"2023-04-04 07:33:43","BIA","REGISTRO","","","270","14","","","","0","0","1","0","","",""
"2023-04-04 07:33:48","BIA","REGISTRO","","","280","15","","","","0","0","1","0","","",""
"2023-04-04 07:33:53","BIA","REGISTRO","","","300","16","","","","1","0","0","0","","",""
"2023-04-04 07:33:57","BIA","REGISTRO","","","320","17","","","","1","0","0","0","","",""
"2023-04-04 07:34:30","BIA","REGISTRO","","","340","18","","","","1","0","0","0","","",""
"2023-04-04 07:35:31","BIA","REGISTRO","","","360","19","","","","1","0","0","0","","",""
"2023-04-04 07:36:34","BIA","REGISTRO","","","380","20","","","","1","0","0","0","","",""
"2023-04-04 07:37:43","CONTADOR DELANTERO","","SUBIDAS","","","","7","0","","","","","","","1","0"
"2023-04-04 07:37:49","CONTADOR DELANTERO","","BAJADAS","","","","7","1","","","","","","","0","1"
"2023-04-04 07:39:06","BIA","REGISTRO","","","400","21","","","","1","0","0","0","","",""
"2023-04-04 07:40:01","CONTADOR DELANTERO","","SUBIDAS","","","","8","1","","","","","","","1","0"
"2023-04-04 07:40:17","BIA","REGISTRO","","","420","22","","","","1","0","0","0","","",""
"2023-04-04 07:40:19","CONTADOR DELANTERO","","SUBIDAS","","","","9","1","","","","","","","1","0"
"2023-04-04 07:40:23","BIA","REGISTRO","","","440","23","","","","1","0","0","0","","",""
"2023-04-04 07:40:47","CONTADOR DELANTERO","","SUBIDAS","","","","10","1","","","","","","","1","0"
"2023-04-04 07:40:47","BIA","REGISTRO","","","460","24","","","","1","0","0","0","","",""
"2023-04-04 07:40:48","BIA","REGISTRO","","","480","25","","","","1","0","0","0","","",""
"2023-04-04 07:41:50","CONTADOR DELANTERO","","SUBIDAS","","","","11","1","","","","","","","1","0"
"2023-04-04 07:45:17","CONTADOR DELANTERO","","SUBIDAS","","","","12","1","","","","","","","1","0"
"2023-04-04 07:46:38","CONTADOR DELANTERO","","BAJADAS","","","","12","2","","","","","","","0","1"
"2023-04-04 07:47:48","BIA","REGISTRO","","","500","26","","","","1","0","0","0","","",""
"2023-04-04 07:47:54","CONTADOR DELANTERO","","BAJADAS","","","","12","3","","","","","","","0","1"
"2023-04-04 07:47:56","CONTADOR DELANTERO","","BAJADAS","","","","12","4","","","","","","","0","1"
"2023-04-04 07:50:50","BIA","REGISTRO","","","510","27","","","","0","0","1","0","","",""
"2023-04-04 07:50:53","CONTADOR DELANTERO","","SUBIDAS","","","","13","4","","","","","","","1","0"
"2023-04-04 07:52:45","CONTADOR DELANTERO","","BAJADAS","","","","13","5","","","","","","","0","1"
"2023-04-04 07:54:48","CONTADOR DELANTERO","","BAJADAS","","","","13","6","","","","","","","0","1"
"2023-04-04 07:55:15","CONTADOR DELANTERO","","BAJADAS","","","","13","7","","","","","","","0","1"
"2023-04-04 07:56:24","CONTADOR DELANTERO","","BAJADAS","","","","13","8","","","","","","","0","1"
"2023-04-04 07:57:06","CONTADOR DELANTERO","","BAJADAS","","","","13","9","","","","","","","0","1"
"2023-04-04 07:57:54","CONTADOR DELANTERO","","BAJADAS","","","","13","10","","","","","","","0","1"
"2023-04-04 07:59:33","CONTADOR DELANTERO","","BAJADAS","","","","13","11","","","","","","","0","1"
"2023-04-04 08:00:14","CONTADOR DELANTERO","","BAJADAS","","","","13","12","","","","","","","0","1"
"2023-04-04 08:01:12","CONTADOR DELANTERO","","BAJADAS","","","","13","13","","","","","","","0","1"
"2023-04-04 08:01:15","CONTADOR DELANTERO","","BAJADAS","","","","13","14","","","","","","","0","1"
"2023-04-04 08:02:30","CONTADOR DELANTERO","","BAJADAS","","","","13","15","","","","","","","0","1"
"2023-04-04 08:02:34","CONTADOR DELANTERO","","BAJADAS","","","","13","16","","","","","","","0","1"
"2023-04-04 08:02:35","CONTADOR DELANTERO","","BAJADAS","","","","13","17","","","","","","","0","1"
"2023-04-04 08:05:09","CONTADOR DELANTERO","","BAJADAS","","","","13","19","","","","","","","0","1"
"2023-04-04 08:09:43","CONTADOR DELANTERO","","BAJADAS","","","","13","20","","","","","","","0","1"
