"Hora","Dispositivo","Boleto","Evento Contador","Folio de corte","Dinero Total","Conteo Total","Subidas Totales","Bajadas Totales","Tipo Tarifa","Directo","Estudiantes","Tercera Edad","Local","Exactitud","Subidas","Bajadas"
"2023-04-04 06:27:45","CONTADOR DELANTERO","","RESET","","","","0","0","","","","","","","",""
"2023-04-04 06:28:12","CONTADOR DELANTERO","","SUBIDAS","","","","1","0","","","","","","","1","0"
"2023-04-04 06:28:30","CONTADOR DELANTERO","","BAJADAS","","","","1","1","","","","","","","0","1"
"2023-04-04 06:29:32","CONTADOR DELANTERO","","SUBIDAS","","","","2","1","","","","","","","1","0"
"2023-04-04 06:32:39","CONTADOR DELANTERO","","BAJADAS","","","","2","2","","","","","","","0","1"
"2023-04-04 06:33:40","CONTADOR DELANTERO","","SUBIDAS","","","","3","2","","","","","","","1","0"
"2023-04-04 06:35:53","CONTADOR DELANTERO","","BAJADAS","","","","3","3","","","","","","","0","1"
"2023-04-04 06:37:01","CONTADOR DELANTERO","","BAJADAS","","","","3","4","","","","","","","0","1"
"2023-04-04 06:37:09","CONTADOR DELANTERO","","BAJADAS","","","","3","5","","","","","","","0","1"
"2023-04-04 06:38:02","CONTADOR DELANTERO","","BAJADAS","","","","3","6","","","","","","","0","1"
"2023-04-04 06:38:38","CONTADOR DELANTERO","","SUBIDAS","","","","4","6","","","","","","","1","0"
"2023-04-04 06:52:13","CONTADOR DELANTERO","","SUBIDAS","","","","5","6","","","","","","","1","0"
"2023-04-04 06:52:23","BIA","REGISTRO","","","20","1","","","","1","0","0","0","","",""
"2023-04-04 06:52:27","CONTADOR DELANTERO","","SUBIDAS","","","","6","6","","","","","","","1","0"
"2023-04-04 06:52:27","BIA","REGISTRO","","","40","2","","","","1","0","0","0","","",""
"2023-04-04 06:53:43","CONTADOR DELANTERO","","SUBIDAS","","","","7","6","","","","","","","1","0"
"2023-04-04 06:54:43","CONTADOR DELANTERO","","SUBIDAS","","","","8","6","","","","","","","1","0"
