"Hora","Dispositivo","Boleto","Evento Contador","Folio de corte","Dinero Total","Conteo Total","Subidas Totales","Bajadas Totales","Tipo Tarifa","Directo","Estudiantes","Tercera Edad","Local","Exactitud","Subidas","Bajadas"
"2023-04-04 06:26:24","CONTADOR DELANTERO","","RESET","","","","0","0","","","","","","","",""
"2023-04-04 06:27:57","CONTADOR DELANTERO","","BAJADAS","","","","0","1","","","","","","","0","1"
"2023-04-04 06:30:06","CONTADOR DELANTERO","","SUBIDAS","","","","1","1","","","","","","","1","0"
"2023-04-04 06:33:04","CONTADOR DELANTERO","","SUBIDAS","","","","2","1","","","","","","","1","0"
"2023-04-04 06:33:10","CONTADOR DELANTERO","","BAJADAS","","","","2","2","","","","","","","0","1"
"2023-04-04 06:34:29","CONTADOR DELANTERO","","BAJADAS","","","","2","3","","","","","","","0","1"
"2023-04-04 06:35:41","CONTADOR DELANTERO","","SUBIDAS","","","","3","3","","","","","","","1","0"
"2023-04-04 06:35:47","CONTADOR DELANTERO","","SUBIDAS","","","","4","3","","","","","","","1","0"
"2023-04-04 06:35:52","BIA","REGISTRO","","","20","1","","","","1","0","0","0","","",""
"2023-04-04 06:35:56","CONTADOR DELANTERO","","SUBIDAS","","","","6","3","","","","","","","1","0"
"2023-04-04 06:35:57","CONTADOR DELANTERO","","SUBIDAS","","","","7","3","","","","","","","1","0"
"2023-04-04 06:35:58","BIA","REGISTRO","","","40","2","","","","1","0","0","0","","",""
"2023-04-04 06:37:25","CONTADOR DELANTERO","","SUBIDAS","","","","9","3","","","","","","","1","0"
"2023-04-04 06:37:25","BIA","REGISTRO","","","60","3","","","","1","0","0","0","","",""
"2023-04-04 06:37:29","CONTADOR DELANTERO","","SUBIDAS","","","","10","3","","","","","","","1","0"
"2023-04-04 06:37:29","BIA","REGISTRO","","","80","4","","","","1","0","0","0","","",""
"2023-04-04 06:38:30","BIA","REGISTRO","","","100","5","","","","1","0","0","0","","",""
"2023-04-04 06:38:31","CONTADOR DELANTERO","","SUBIDAS","","","","12","3","","","","","","","1","0"
"2023-04-04 06:38:33","BIA","REGISTRO","","","120","6","","","","1","0","0","0","","",""
"2023-04-04 06:38:34","CONTADOR DELANTERO","","SUBIDAS","","","","13","3","","","","","","","1","0"
