"Hora","Dispositivo","Boleto","Evento Contador","Folio de corte","Dinero Total","Conteo Total","Subidas Totales","Bajadas Totales","Tipo Tarifa","Directo","Estudiantes","Tercera Edad","Local","Exactitud","Subidas","Bajadas"
"2023-04-04 05:38:03","CONTADOR DELANTERO","","BAJADAS","","","","239","157","","","","","","","0","1"
"2023-04-04 05:38:07","CONTADOR DELANTERO","","BAJADAS","","","","239","158","","","","","","","0","1"
"2023-04-04 05:38:51","CONTADOR DELANTERO","","SUBIDAS","","","","240","158","","","","","","","1","0"
"2023-04-04 05:40:15","CONTADOR DELANTERO","","BAJADAS","","","","240","160","","","","","","","0","1"
"2023-04-04 05:43:39","CONTADOR DELANTERO","","SUBIDAS","","","","241","160","","","","","","","1","0"
"2023-04-04 05:56:17","CONTADOR DELANTERO","","BAJADAS","","","","241","161","","","","","","","0","1"
"2023-04-04 07:55:32","CONTADOR DELANTERO","","RESET","","","","0","0","","","","","","","",""
"2023-04-04 07:55:32","CONTADOR TRASERO","","RESET","","","","0","0","","","","","","","",""
"2023-04-04 08:07:22","CONTADOR DELANTERO","","SUBIDAS","","","","1","0","","","","","","","1","0"
"2023-04-04 08:07:37","CONTADOR DELANTERO","","SUBIDAS","","","","3","0","","","","","","","1","0"
"2023-04-04 08:07:55","BIA","REGISTRO","","","20","1","","","","1","0","0","0","","",""
"2023-04-04 08:09:32","CONTADOR DELANTERO","","SUBIDAS","","","","4","0","","","","","","","1","0"
"2023-04-04 08:09:48","BIA","REGISTRO","","","40","2","","","","1","0","0","0","","",""
"2023-04-04 08:12:52","CONTADOR TRASERO","","SUBIDAS","","","","2","0","","","","","","","1","0"
"2023-04-04 08:13:27","BIA","REGISTRO","","","60","3","","","","1","0","0","0","","",""
"2023-04-04 08:13:28","BIA","REGISTRO","","","80","4","","","","1","0","0","0","","",""
"2023-04-04 08:14:26","CONTADOR DELANTERO","","SUBIDAS","","","","5","0","","","","","","","1","0"
"2023-04-04 08:14:27","BIA","REGISTRO","","","100","5","","","","1","0","0","0","","",""
"2023-04-04 08:14:56","CONTADOR DELANTERO","","SUBIDAS","","","","6","0","","","","","","","1","0"
"2023-04-04 08:14:56","BIA","REGISTRO","","","120","6","","","","1","0","0","0","","",""
"2023-04-04 08:15:00","CONTADOR DELANTERO","","SUBIDAS","","","","7","0","","","","","","","1","0"
"2023-04-04 08:15:00","BIA","REGISTRO","","","140","7","","","","1","0","0","0","","",""
"2023-04-04 08:15:11","CONTADOR DELANTERO","","SUBIDAS","","","","8","0","","","","","","","1","0"
"2023-04-04 08:15:11","BIA","REGISTRO","","","160","8","","","","1","0","0","0","","",""
"2023-04-04 08:15:32","BIA","REGISTRO","","","180","9","","","","1","0","0","0","","",""
"2023-04-04 08:15:34","CONTADOR DELANTERO","","SUBIDAS","","","","9","0","","","","","","","1","0"
"2023-04-04 08:16:14","CONTADOR DELANTERO","","SUBIDAS","","","","10","0","","","","","","","1","0"
"2023-04-04 08:16:18","CONTADOR DELANTERO","","SUBIDAS","","","","11","0","","","","","","","1","0"
"2023-04-04 08:16:19","BIA","REGISTRO","","","200","10","","","","1","0","0","0","","",""
"2023-04-04 08:16:23","BIA","REGISTRO","","","240","12","","","","1","0","0","0","","",""
"2023-04-04 08:16:24","CONTADOR DELANTERO","","SUBIDAS","","","","12","0","","","","","","","1","0"
"2023-04-04 08:16:27","CONTADOR DELANTERO","","SUBIDAS","","","","13","0","","","","","","","1","0"
"2023-04-04 08:16:27","BIA","REGISTRO","","","260","13","","","","1","0","0","0","","",""
"2023-04-04 08:16:56","CONTADOR DELANTERO","","SUBIDAS","","","","14","0","","","","","","","1","0"
"2023-04-04 08:17:12","BIA","REGISTRO","","","280","14","","","","1","0","0","0","","",""
"2023-04-04 08:17:49","CONTADOR DELANTERO","","SUBIDAS","","","","15","0","","","","","","","1","0"
"2023-04-04 08:17:49","BIA","REGISTRO","","","300","15","","","","1","0","0","0","","",""
