"Hora","Dispositivo","Boleto","Evento Contador","Folio de corte","Dinero Total","Conteo Total","Subidas Totales","Bajadas Totales","Tipo Tarifa","Directo","Estudiantes","Tercera Edad","Local","Exactitud","Subidas","Bajadas"
"2023-04-04 00:00:27","CONTADOR DELANTERO","","BAJADAS","","","","0","1","","","","","","","0","1"
"2023-04-04 00:13:48","BIA","REGISTRO","","","3646","200","","","","0","0","1","0","","",""
"2023-04-04 00:13:49","BIA","REGISTRO","","","3661","201","","","","0","1","0","0","","",""
"2023-04-04 00:14:36","CONTADOR DELANTERO","","BAJADAS","","","","0","2","","","","","","","0","1"
"2023-04-04 00:16:27","CONTADOR DELANTERO","","BAJADAS","","","","0","3","","","","","","","0","1"
"2023-04-04 00:35:36","CONTADOR DELANTERO","","BAJADAS","","","","0","4","","","","","","","0","1"
"2023-04-04 00:35:53","CONTADOR DELANTERO","","BAJADAS","","","","0","5","","","","","","","0","1"
"2023-04-04 00:36:01","CONTADOR DELANTERO","","BAJADAS","","","","0","6","","","","","","","0","1"
"2023-04-04 00:41:18","CONTADOR DELANTERO","","BAJADAS","","","","0","7","","","","","","","0","1"
"2023-04-04 00:41:36","CONTADOR DELANTERO","","BAJADAS","","","","0","8","","","","","","","0","1"
"2023-04-04 00:55:48","CONTADOR DELANTERO","","SUBIDAS","","","","1","8","","","","","","","1","0"
"2023-04-04 01:01:16","CONTADOR DELANTERO","","BAJADAS","","","","1","9","","","","","","","0","1"
"2023-04-04 01:01:31","CONTADOR DELANTERO","","SUBIDAS","","","","2","9","","","","","","","1","0"
"2023-04-04 01:01:49","CONTADOR DELANTERO","","BAJADAS","","","","2","10","","","","","","","0","1"
"2023-04-04 01:02:40","CONTADOR DELANTERO","","SUBIDAS","","","","3","10","","","","","","","1","0"
"2023-04-04 01:02:42","CONTADOR DELANTERO","","SUBIDAS","","","","4","10","","","","","","","1","0"
"2023-04-04 01:03:41","CONTADOR DELANTERO","","SUBIDAS","","","","5","10","","","","","","","1","0"
"2023-04-04 01:03:46","CONTADOR DELANTERO","","SUBIDAS","","","","6","10","","","","","","","1","0"
"2023-04-04 01:03:59","CONTADOR DELANTERO","","BAJADAS","","","","6","11","","","","","","","0","1"
"2023-04-04 01:04:07","CONTADOR DELANTERO","","SUBIDAS","","","","7","11","","","","","","","1","0"
"2023-04-04 01:04:19","CONTADOR DELANTERO","","SUBIDAS","","","","8","11","","","","","","","1","0"
"2023-04-04 01:05:22","CONTADOR DELANTERO","","SUBIDAS","","","","9","11","","","","","","","1","0"
"2023-04-04 01:06:23","CONTADOR DELANTERO","","SUBIDAS","","","","10","11","","","","","","","1","0"
"2023-04-04 01:06:53","CONTADOR DELANTERO","","SUBIDAS","","","","11","11","","","","","","","1","0"
"2023-04-04 01:07:30","CONTADOR DELANTERO","","SUBIDAS","","","","12","11","","","","","","","1","0"
"2023-04-04 01:10:16","CONTADOR DELANTERO","","SUBIDAS","","","","13","11","","","","","","","1","0"
"2023-04-04 01:41:08","CONTADOR DELANTERO","","BAJADAS","","","","13","13","","","","","","","0","1"
"2023-04-04 02:09:16","CONTADOR DELANTERO","","BAJADAS","","","","13","14","","","","","","","0","1"
"2023-04-04 02:16:21","CONTADOR DELANTERO","","BAJADAS","","","","13","15","","","","","","","0","1"
"2023-04-04 02:18:13","CONTADOR DELANTERO","","BAJADAS","","","","13","16","","","","","","","0","1"
"2023-04-04 02:18:53","CONTADOR DELANTERO","","BAJADAS","","","","13","18","","","","","","","0","1"
"2023-04-04 02:18:55","CONTADOR DELANTERO","","BAJADAS","","","","13","20","","","","","","","0","1"
"2023-04-04 02:27:34","CONTADOR DELANTERO","","BAJADAS","","","","13","21","","","","","","","0","1"
"2023-04-04 02:27:34","CONTADOR DELANTERO","","BAJADAS","","","","13","21","","","","","","","0","1"
"2023-04-04 02:27:35","CONTADOR DELANTERO","","BAJADAS","","","","13","22","","","","","","","0","1"
"2023-04-04 02:27:37","CONTADOR DELANTERO","","BAJADAS","","","","13","26","","","","","","","0","1"
"2023-04-04 02:27:38","CONTADOR DELANTERO","","BAJADAS","","","","13","23","","","","","","","0","1"
"2023-04-04 02:27:40","CONTADOR DELANTERO","","BAJADAS","","","","13","25","","","","","","","0","1"
"2023-04-04 02:27:55","CONTADOR DELANTERO","","BAJADAS","","","","13","24","","","","","","","0","1"
"2023-04-04 03:21:28","CONTADOR DELANTERO","","BAJADAS","","","","13","27","","","","","","","0","1"
"2023-04-04 05:18:12","CONTADOR DELANTERO","","SUBIDAS","","","","14","27","","","","","","","1","0"
"2023-04-04 05:24:38","CONTADOR DELANTERO","","SUBIDAS","","","","15","27","","","","","","","1","0"
"2023-04-04 05:26:42","CONTADOR DELANTERO","","SUBIDAS","","","","17","27","","","","","","","1","0"
"2023-04-04 05:56:41","CONTADOR DELANTERO","","SUBIDAS","","","","18","27","","","","","","","1","0"
"2023-04-04 06:07:55","CONTADOR DELANTERO","","SUBIDAS","","","","19","27","","","","","","","1","0"
"2023-04-04 06:10:45","CONTADOR DELANTERO","","SUBIDAS","","","","20","27","","","","","","","1","0"
"2023-04-04 06:10:47","CONTADOR DELANTERO","","SUBIDAS","","","","21","27","","","","","","","1","0"
"2023-04-04 06:16:13","CONTADOR DELANTERO","","SUBIDAS","","","","22","27","","","","","","","1","0"
"2023-04-04 06:40:20","CONTADOR DELANTERO","","BAJADAS","","","","22","28","","","","","","","0","1"
"2023-04-04 06:40:22","CONTADOR DELANTERO","","BAJADAS","","","","22","29","","","","","","","0","1"
"2023-04-04 06:40:24","CONTADOR DELANTERO","","BAJADAS","","","","22","30","","","","","","","0","1"
"2023-04-04 06:40:27","CONTADOR DELANTERO","","BAJADAS","","","","22","31","","","","","","","0","1"
"2023-04-04 06:40:28","CONTADOR DELANTERO","","BAJADAS","","","","22","32","","","","","","","0","1"
"2023-04-04 06:40:30","CONTADOR DELANTERO","","BAJADAS","","","","22","33","","","","","","","0","1"
"2023-04-04 06:40:32","CONTADOR DELANTERO","","BAJADAS","","","","22","34","","","","","","","0","1"
"2023-04-04 06:40:34","CONTADOR DELANTERO","","BAJADAS","","","","22","35","","","","","","","0","1"
"2023-04-04 06:40:36","CONTADOR DELANTERO","","BAJADAS","","","","22","36","","","","","","","0","1"
"2023-04-04 06:40:39","CONTADOR DELANTERO","","BAJADAS","","","","22","37","","","","","","","0","1"
"2023-04-04 06:40:44","CONTADOR DELANTERO","","BAJADAS","","","","22","38","","","","","","","0","1"
"2023-04-04 06:40:45","CONTADOR DELANTERO","","BAJADAS","","","","22","39","","","","","","","0","1"
"2023-04-04 06:40:47","CONTADOR DELANTERO","","BAJADAS","","","","22","40","","","","","","","0","1"
"2023-04-04 06:40:49","CONTADOR DELANTERO","","BAJADAS","","","","22","41","","","","","","","0","1"
"2023-04-04 06:40:51","CONTADOR DELANTERO","","BAJADAS","","","","22","42","","","","","","","0","1"
"2023-04-04 06:40:52","CONTADOR DELANTERO","","BAJADAS","","","","22","43","","","","","","","0","1"
"2023-04-04 06:40:55","CONTADOR DELANTERO","","BAJADAS","","","","22","44","","","","","","","0","1"
"2023-04-04 06:40:58","CONTADOR DELANTERO","","BAJADAS","","","","22","45","","","","","","","0","1"
"2023-04-04 06:41:01","CONTADOR DELANTERO","","BAJADAS","","","","22","46","","","","","","","0","1"
"2023-04-04 06:41:03","CONTADOR DELANTERO","","BAJADAS","","","","22","47","","","","","","","0","1"
